original_word,positive,neutral,negative
Interview,0.15,0.8,0.05
Despite,0.15,0.8,0.05
Akasha,0.13,0.81,0.06
entrance,0.12,0.84,0.04
/>A,0.19,0.78,0.03
praised,0.98,0.01,0.01
Kevin,0.11,0.86,0.03
"actually,",0.08,0.87,0.05
Pixar,0.6,0.36,0.04
animation.,0.14,0.77,0.09
bugs).<br,0.06,0.56,0.38
"starters,",0.08,0.88,0.04
"storyline,",0.17,0.54,0.29
that's,0.02,0.96,0.02
values,0.23,0.7,0.07
running,0.14,0.81,0.05
realistic.,0.82,0.14,0.04
ant,0.08,0.89,0.03
Aladdin.,0.16,0.81,0.03
grasshoppers,0.11,0.82,0.07
Spacey,0.28,0.28,0.44
Julia-Louise,0.02,0.97,0.01
"Foley,",0.07,0.88,0.05
stand,0.11,0.84,0.05
backgrounds...,0.15,0.8,0.05
Family,0.42,0.53,0.05
(check,0.12,0.86,0.02
"colors,",0.2,0.76,0.04
undergo,0.1,0.85,0.05
"course),...",0.13,0.82,0.05
voice-overs,0.01,0.99,0.0
crazy,0.02,0.05,0.93
"Dreyfus,",0.13,0.81,0.06
classical,0.78,0.19,0.03
Bug's,0.07,0.66,0.27
"details,",0.13,0.82,0.05
Dave,0.16,0.81,0.03
bound,0.13,0.79,0.08
work.,0.47,0.44,0.09
flick,0.11,0.85,0.04
ass,0.0,0.01,0.99
zoolander,0.13,0.81,0.06
ben,0.12,0.83,0.05
"for,",0.22,0.73,0.05
"dodgeball,",0.09,0.84,0.07
"belt,",0.09,0.88,0.03
lesser,0.05,0.86,0.09
envy,0.52,0.32,0.16
initially,0.06,0.85,0.09
spray,0.04,0.92,0.04
jack,0.07,0.91,0.02
"disappear,",0.08,0.63,0.29
either,0.02,0.96,0.02
id,0.07,0.9,0.03
obviosly,0.13,0.81,0.06
minute,0.06,0.89,0.05
laughed,0.06,0.06,0.88
props,0.32,0.63,0.05
gag,0.11,0.55,0.34
black's,0.1,0.84,0.06
"be,",0.12,0.81,0.07
dog,0.15,0.8,0.05
"envy,",0.52,0.32,0.16
walken,0.13,0.81,0.06
"ever,",0.16,0.76,0.08
inventing,0.39,0.55,0.06
stiller,0.14,0.8,0.06
christopher,0.13,0.83,0.04
pooh,0.07,0.34,0.59
stories,0.2,0.74,0.06
plane,0.13,0.83,0.04
"show,",0.24,0.68,0.08
simple,0.32,0.62,0.06
doubt,0.01,0.04,0.95
"everything,",0.56,0.39,0.05
ALIAS.,0.12,0.83,0.05
HOT!!!!!!,0.24,0.72,0.04
Josh,0.14,0.83,0.03
crashed,0.0,0.0,1.0
"twists,",0.48,0.45,0.07
"suspense,",0.68,0.24,0.08
unexpected,0.41,0.47,0.12
Jorge,0.18,0.79,0.03
story:,0.22,0.65,0.13
island.,0.1,0.86,0.04
DVD's,0.06,0.86,0.08
"Hilarious,",0.99,0.01,0.0
writer,0.15,0.8,0.05
"drama,",0.15,0.8,0.05
Matthew,0.1,0.86,0.04
Evangeline,0.11,0.86,0.03
Garcia,0.11,0.86,0.03
J.J.,0.14,0.83,0.03
proved,0.46,0.34,0.2
television.,0.13,0.81,0.06
Abrahms,0.13,0.81,0.06
Holloway,0.09,0.88,0.03
"ALIAS,",0.12,0.83,0.05
history!!,0.18,0.78,0.04
Fox,0.15,0.81,0.04
Lilly,0.08,0.89,0.03
on.,0.16,0.79,0.05
"tongue-in-cheek,",0.01,0.97,0.02
alongside,0.2,0.76,0.04
ridiculous,0.0,0.0,1.0
Out,0.07,0.83,0.1
byproduct,0.13,0.81,0.06
well-acted,0.97,0.01,0.02
ranges,0.04,0.93,0.03
premise.,0.08,0.77,0.15
admirably,0.99,0.01,0.0
timing.,0.18,0.77,0.05
sort,0.04,0.8,0.16
predictably,0.13,0.81,0.06
"humor,",0.58,0.35,0.07
"agenda,",0.1,0.53,0.37
homosexual,0.15,0.8,0.05
Selleck,0.13,0.81,0.06
playing,0.33,0.58,0.09
type.,0.09,0.87,0.04
Kline,0.13,0.81,0.06
viewer,0.06,0.9,0.04
"""square",0.01,0.99,0.0
comedy,0.24,0.68,0.08
"think,",0.06,0.9,0.04
"sinister,",0.02,0.04,0.94
"""B.""",0.02,0.97,0.01
"entertain,",0.85,0.12,0.03
Bob,0.11,0.85,0.04
Newhart.,0.13,0.81,0.06
professionals.,0.16,0.8,0.04
successful.<br,0.19,0.79,0.02
exists,0.15,0.8,0.05
Frequently,0.11,0.82,0.07
"jawed""",0.13,0.81,0.06
liberal,0.15,0.72,0.13
entertaining.<br,0.77,0.22,0.01
"sublime,",1.0,0.0,0.0
laughing,0.75,0.18,0.07
known,0.35,0.6,0.05
"Rolland,",0.13,0.81,0.06
"winemaker"".",0.13,0.81,0.06
conspiracy,0.11,0.8,0.09
industry.,0.15,0.81,0.04
Argentina,0.1,0.86,0.04
uncover,0.16,0.8,0.04
wine,0.23,0.72,0.05
globalization,0.14,0.79,0.07
"Sideways,",0.05,0.88,0.07
capitalist,0.13,0.29,0.58
clever,1.0,0.0,0.0
biography,0.19,0.76,0.05
industry,0.15,0.81,0.04
wraps,0.08,0.89,0.03
Mondavi,0.13,0.81,0.06
Sicily,0.09,0.89,0.02
interviews,0.12,0.83,0.05
wines,0.14,0.83,0.03
Bordeaux,0.05,0.93,0.02
Parker,0.11,0.86,0.03
marketing.,0.08,0.86,0.06
expert,0.25,0.71,0.04
"France,",0.05,0.93,0.02
greed.,0.02,0.05,0.93
"""flying",0.05,0.94,0.01
documentray.,0.13,0.81,0.06
glass,0.05,0.92,0.03
recent,0.12,0.84,0.04
dictate,0.07,0.86,0.07
Massachussets,0.13,0.81,0.06
confirmed,0.12,0.84,0.04
drama,0.15,0.8,0.05
pseudo,0.02,0.12,0.86
commercial,0.15,0.76,0.09
publication,0.13,0.8,0.07
wino,0.13,0.81,0.06
producers,0.1,0.86,0.04
Drinking,0.43,0.52,0.05
regions,0.08,0.88,0.04
According,0.1,0.86,0.04
Michel,0.11,0.86,0.03
insert,0.03,0.94,0.03
world:,0.16,0.8,0.04
absoutely,0.13,0.81,0.06
veins.<br,0.03,0.95,0.02
win,0.92,0.07,0.01
ice,0.76,0.22,0.02
coach,0.16,0.8,0.04
SUPPORTING,0.45,0.51,0.04
Ed,0.2,0.68,0.12
old.,0.1,0.44,0.46
frightened,0.01,0.05,0.94
poignant,0.98,0.01,0.01
bicycle.<br,0.01,0.99,0.0
Cuba,0.08,0.89,0.03
Rights,0.15,0.79,0.06
piled,0.12,0.74,0.14
Harris.,0.11,0.86,0.03
South,0.08,0.89,0.03
"you,",0.08,0.89,0.03
ten,0.07,0.9,0.03
BEST,1.0,0.0,0.0
explained,0.19,0.71,0.1
1976.,0.06,0.92,0.02
nickname,0.12,0.83,0.05
Carolina,0.1,0.87,0.03
Act,0.11,0.85,0.04
masterpiece.,0.96,0.03,0.01
exploration,0.31,0.64,0.05
tissues,0.14,0.82,0.04
shopping,0.31,0.64,0.05
"teacher,",0.6,0.33,0.07
"radio,",0.12,0.85,0.03
retarded,0.0,0.02,0.98
"""Radio""",0.04,0.95,0.01
ACTOR,0.33,0.54,0.13
keen,0.97,0.02,0.01
white,0.15,0.8,0.05
"possessions,",0.16,0.73,0.11
"Gooding,",0.13,0.81,0.06
/>Ed,0.07,0.89,0.04
2003.And,0.1,0.87,0.03
"riveting,",0.99,0.01,0.0
cart,0.09,0.86,0.05
football,0.19,0.76,0.05
ACTOR.,0.33,0.54,0.13
"fellow,",0.2,0.74,0.06
"engrossing,",0.13,0.81,0.06
soul.<br,0.1,0.89,0.01
"Gooding,Jr.",0.18,0.78,0.04
photography),0.23,0.72,0.05
there.,0.09,0.87,0.04
Dintenfass,0.13,0.81,0.06
town,0.19,0.76,0.05
River.,0.19,0.76,0.05
located,0.06,0.92,0.02
color.,0.13,0.82,0.05
directed.,0.08,0.86,0.06
"out,",0.07,0.83,0.1
Dexter's,0.08,0.89,0.03
Who,0.14,0.81,0.05
trees,0.17,0.79,0.04
"widescreen,",0.13,0.81,0.06
mother.,0.21,0.71,0.08
more.,0.15,0.78,0.07
Croix,0.13,0.81,0.06
available.,0.16,0.8,0.04
alive,0.93,0.06,0.01
Sciorra,0.13,0.81,0.06
"Minnesota,",0.1,0.87,0.03
pull,0.03,0.94,0.03
Annabella,0.13,0.81,0.06
Andrew,0.09,0.88,0.03
scouted,0.18,0.67,0.15
shot,0.08,0.85,0.07
greenest,0.51,0.46,0.03
St.,0.17,0.79,0.04
"Stillwater,",0.16,0.81,0.03
job.,0.74,0.21,0.05
Horton's,0.05,0.94,0.01
outdoor,0.18,0.79,0.03
"filming,",0.1,0.22,0.68
FINALLY,0.37,0.57,0.06
Mighty,0.82,0.15,0.03
again.,0.27,0.65,0.08
"doormat,",0.09,0.81,0.1
subtle,0.19,0.72,0.09
"efforts,",0.31,0.58,0.11
well-nigh,0.55,0.39,0.06
stylings,0.13,0.81,0.06
"Wind""",0.1,0.86,0.04
"actors,",0.14,0.68,0.18
actors.,0.14,0.68,0.18
"others,",0.11,0.84,0.05
understated,0.81,0.14,0.05
current,0.15,0.8,0.05
tolerant,0.42,0.51,0.07
"Willard,",0.1,0.88,0.02
US,0.09,0.87,0.04
"""Best",1.0,0.0,0.0
hits,0.47,0.46,0.07
seemed,0.08,0.53,0.39
Farrelly,0.13,0.81,0.06
ensemble,0.18,0.78,0.04
Brothers,0.19,0.75,0.06
nobody's,0.05,0.74,0.21
exudes,0.13,0.81,0.06
"""A",0.19,0.78,0.03
"maybe,",0.01,0.97,0.02
(or,0.01,0.99,0.0
Americans,0.15,0.8,0.05
associated,0.12,0.83,0.05
'indomitable,0.17,0.75,0.08
"entertainment,",0.25,0.7,0.05
"still,",0.15,0.78,0.07
"Posey,",0.1,0.87,0.03
superbly,1.0,0.0,0.0
everyman,0.69,0.24,0.07
miraculous.,0.83,0.16,0.01
cylinders.,0.1,0.87,0.03
paced,0.48,0.45,0.07
doormat').,0.1,0.72,0.18
"Show""",0.24,0.68,0.08
"???),",0.06,0.91,0.03
pal,0.15,0.81,0.04
shady,0.0,0.01,0.99
notably,0.13,0.81,0.06
immense,0.81,0.15,0.04
"Further,",0.11,0.84,0.05
"worldwide,",0.11,0.86,0.03
potential.,0.17,0.76,0.07
Sandra,0.09,0.88,0.03
ways.<br,0.02,0.98,0.0
surroundings.,0.25,0.7,0.05
Starck,0.13,0.81,0.06
Christoph,0.14,0.82,0.04
Edel,0.09,0.88,0.03
exchange,0.11,0.83,0.06
"True,",0.13,0.81,0.06
Berlin,0.08,0.89,0.03
"Strong,",0.6,0.34,0.06
Monday,0.11,0.85,0.04
Demmer.<br,0.01,0.99,0.0
continually,0.19,0.73,0.08
Isabel,0.09,0.88,0.03
(Sandra,0.02,0.97,0.01
together.,0.16,0.8,0.04
"Felix,",0.15,0.82,0.03
?<br,0.01,0.99,0.0
sprung,0.07,0.89,0.04
"actor,",0.33,0.54,0.13
criminal,0.14,0.7,0.16
nites:,0.29,0.66,0.05
"However,",0.05,0.91,0.04
sitcom-like,0.34,0.62,0.04
"wheeler-dealer,",0.04,0.95,0.01
Sandra's,0.04,0.94,0.02
Felix,0.15,0.82,0.03
(Felix,0.04,0.95,0.01
"secretary,",0.17,0.78,0.05
GREAT,1.0,0.0,0.0
"room-mate,",0.34,0.64,0.02
beautifully,0.99,0.01,0.0
cases,0.04,0.94,0.02
"Tuengerthal,",0.13,0.81,0.06
enjoying,0.99,0.01,0.0
out......,0.07,0.83,0.1
spy,0.13,0.79,0.08
Rebecca,0.1,0.87,0.03
Noble,0.85,0.09,0.06
"co-stars,",0.92,0.06,0.02
"Otto,",0.09,0.88,0.03
repartees,0.13,0.81,0.06
"Immanuel,",0.17,0.78,0.05
Ohrt,0.13,0.81,0.06
McBeal,0.03,0.96,0.01
stars,0.95,0.04,0.01
rare,0.07,0.91,0.02
Ally,0.15,0.82,0.03
gem,0.97,0.02,0.01
Germany.,0.07,0.91,0.02
prizes.,0.66,0.3,0.04
/>All-in-all,0.06,0.92,0.02
M.,0.06,0.9,0.04
"Patricia,",0.13,0.84,0.03
aided,0.98,0.02,0.0
Barbara,0.13,0.84,0.03
Strong,0.6,0.34,0.06
joy,1.0,0.0,0.0
"said,",0.14,0.67,0.19
"Noble),",0.85,0.09,0.06
"Frank,",0.23,0.73,0.04
Craig,0.14,0.83,0.03
Motion,0.08,0.89,0.03
Moonraker's,0.05,0.91,0.04
like.,0.22,0.7,0.08
Grunick.,0.13,0.81,0.06
Written,0.31,0.5,0.19
"Merriman,",0.13,0.81,0.06
falls,0.01,0.04,0.95
feelings,0.13,0.67,0.2
reporter/anchor/journalist,0.03,0.94,0.03
Wheeler,0.15,0.82,0.03
"Rorich,",0.13,0.81,0.06
"Editing,",0.17,0.56,0.27
Laughs.,0.94,0.04,0.02
Rock's,0.51,0.42,0.07
Globe,0.06,0.92,0.02
Nicholson,0.12,0.85,0.03
Very,0.26,0.64,0.1
producer/writer/Golden,0.04,0.95,0.01
Screen,0.05,0.89,0.06
"Litton,",0.13,0.81,0.06
"Bobby,",0.13,0.83,0.04
Brooks),0.13,0.83,0.04
"changes,",0.18,0.77,0.05
(Oscar,0.13,0.86,0.01
Gerald,0.13,0.84,0.03
members,0.14,0.82,0.04
Brooks,0.13,0.83,0.04
"Picture,",0.12,0.8,0.08
Chiles,0.08,0.89,0.03
Basically,0.04,0.89,0.07
Cusack,0.13,0.81,0.06
Altman,0.13,0.81,0.06
fly,0.24,0.67,0.09
Gets),0.2,0.54,0.26
Hunter),0.26,0.7,0.04
"Writing,",0.26,0.61,0.13
Martin,0.1,0.87,0.03
Mendillo,0.13,0.81,0.06
anchor,0.13,0.83,0.04
Lois,0.16,0.8,0.04
satirical,0.12,0.24,0.64
network,0.1,0.87,0.03
believable,0.97,0.02,0.01
64,0.03,0.96,0.01
news,0.11,0.84,0.05
"Moore,",0.12,0.84,0.04
Aaron,0.24,0.73,0.03
Directly,0.07,0.9,0.03
prepares,0.5,0.46,0.04
Grunick,0.13,0.81,0.06
Golden,0.12,0.85,0.03
"Years,",0.17,0.79,0.04
Stephen,0.15,0.82,0.03
Clemenson,0.13,0.81,0.06
"Mack,",0.23,0.74,0.03
Doubtfire's,0.39,0.34,0.27
Hackes,0.13,0.81,0.06
James,0.13,0.84,0.03
Comedy/Musical,0.07,0.91,0.02
School,0.45,0.48,0.07
(Terms,0.03,0.96,0.01
Ernie,0.14,0.83,0.03
Blair,0.12,0.85,0.03
Picture,0.12,0.8,0.08
reporter,0.1,0.84,0.06
good!,1.0,0.0,0.0
Prosky,0.13,0.81,0.06
Katims,0.13,0.81,0.06
correspondent,0.17,0.78,0.05
Picture.,0.12,0.8,0.08
From,0.09,0.86,0.05
studio.,0.32,0.64,0.04
sparks,0.27,0.66,0.07
showing,0.18,0.74,0.08
"Hurt),",0.0,0.0,1.0
Christian,0.15,0.8,0.05
"Klein,",0.07,0.9,0.03
L.,0.17,0.76,0.07
Bill,0.43,0.52,0.05
Screenplay,0.12,0.71,0.17
Wein,0.13,0.81,0.06
"Endearment,",0.13,0.81,0.06
Holly,0.13,0.84,0.03
stewards,0.39,0.57,0.04
head,0.07,0.89,0.04
funny.,0.99,0.01,0.0
Seinfeld,0.24,0.71,0.05
Both,0.05,0.93,0.02
Gerry,0.13,0.85,0.02
appreciated,0.98,0.01,0.01
Arizona,0.1,0.88,0.02
episodes.,0.15,0.77,0.08
"James,",0.13,0.84,0.03
Remini,0.13,0.81,0.06
Thank,0.99,0.01,0.0
AA.,0.9,0.09,0.01
today's,0.17,0.78,0.05
"Stiller,",0.14,0.8,0.06
comedy.,0.24,0.68,0.08
thank,0.99,0.01,0.0
general,0.11,0.84,0.05
edge,0.08,0.89,0.03
Queens,0.22,0.74,0.04
Leah,0.16,0.8,0.04
show..,0.24,0.68,0.08
returned,0.05,0.1,0.85
Az,0.16,0.79,0.05
Thanks,0.98,0.02,0.0
days,0.08,0.86,0.06
superb.,1.0,0.0,0.0
trip,0.39,0.54,0.07
2nd,0.12,0.85,0.03
season,0.17,0.78,0.05
Ireland,0.08,0.89,0.03
Airlines,0.09,0.86,0.05
seldom,0.06,0.69,0.25
"cast,",0.07,0.9,0.03
brilliance,0.77,0.19,0.04
20yrs,0.52,0.44,0.04
US.,0.09,0.87,0.04
reach,0.09,0.89,0.02
son,0.42,0.49,0.09
purchased,0.22,0.69,0.09
biz,0.16,0.81,0.03
exception,0.06,0.82,0.12
like...,0.22,0.7,0.08
generations.,0.25,0.7,0.05
re-runs,0.04,0.89,0.07
hilariously,0.01,0.01,0.98
"experiment.Now,Lumet",0.06,0.88,0.06
"and,in",0.07,0.9,0.03
"Network,Dog",0.04,0.94,0.02
"Serpico.But,he",0.15,0.75,0.1
Lumet,0.13,0.81,0.06
Day,0.16,0.78,0.06
"layers.Also,I",0.03,0.96,0.01
performances.We,0.23,0.71,0.06
"direction,a",0.19,0.77,0.04
masterpiece,0.96,0.03,0.01
Sidney,0.05,0.93,0.02
Lumet.This,0.35,0.57,0.08
monumental,0.45,0.46,0.09
"he's,no",0.02,0.96,0.02
works.Gloria,0.87,0.11,0.02
"usual,a",0.45,0.41,0.14
(1999),0.01,0.98,0.01
Afternoon,0.2,0.74,0.06
screenplay.Before,0.04,0.23,0.73
"part,thanks",1.0,0.0,0.0
"interesting,but",0.52,0.2,0.28
"excellent(specially,the",1.0,0.0,0.0
"view,a",0.5,0.46,0.04
Hawke,0.11,0.86,0.03
Dead.I,0.0,0.01,0.99
Me,0.15,0.77,0.08
"doubt,one",0.0,0.03,0.97
Oscars.The,0.16,0.79,0.05
masterpiece:Before,0.94,0.04,0.02
You're,0.05,0.93,0.02
brilliant.Philip,1.0,0.0,0.0
Guilty,0.0,0.0,1.0
view.His,0.49,0.45,0.06
pathetic,0.0,0.0,1.0
Director,0.17,0.76,0.07
failed,0.0,0.0,1.0
"brings,as",0.88,0.11,0.01
"and,by",0.05,0.93,0.02
"which,deeply,has",0.02,0.96,0.02
"intensity,in",0.1,0.85,0.05
decades,0.15,0.81,0.04
level,0.18,0.78,0.04
great.The,1.0,0.0,0.0
rebirth,0.38,0.58,0.04
Find,0.14,0.82,0.04
Finney),0.13,0.81,0.06
screenplay,0.12,0.71,0.17
days.Ethan,0.09,0.83,0.08
Knows,0.61,0.33,0.06
Devil,0.15,0.64,0.21
Dead,0.0,0.02,0.98
perfect.The,1.0,0.0,0.0
Seymour,0.1,0.87,0.03
Hoffman,0.06,0.92,0.02
this.,0.14,0.81,0.05
"masterpieces,like",0.92,0.07,0.01
"reality,",0.1,0.74,0.16
heaven.,0.98,0.02,0.0
Kazuma,0.13,0.81,0.06
You'll,0.05,0.94,0.01
"Sure,",0.1,0.87,0.03
"Japanese,",0.1,0.84,0.06
Ball,0.08,0.88,0.04
"Ja-pan,",0.0,1.0,0.0
Saiyan,0.16,0.8,0.04
journey,0.35,0.6,0.05
lovable,0.99,0.01,0.0
titles,0.16,0.8,0.04
outside.,0.07,0.88,0.05
Super,0.86,0.11,0.03
Cooking,0.29,0.67,0.04
Japan,0.06,0.92,0.02
(translated,0.03,0.95,0.02
"Naruto,",0.12,0.83,0.05
Baked!,0.09,0.84,0.07
#2,0.01,0.98,0.01
Ja-pan,0.0,1.0,0.0
Dragon,0.25,0.7,0.05
"fiction,",0.19,0.7,0.11
Azuma,0.13,0.81,0.06
"bread,",0.12,0.84,0.04
reaction.,0.08,0.83,0.09
pun,0.08,0.8,0.12
there.<br,0.01,0.99,0.0
/>Just,0.07,0.9,0.03
blockbuster,0.48,0.44,0.08
eating,0.29,0.63,0.08
reaction,0.08,0.83,0.09
Bread),0.12,0.84,0.04
puns.,0.24,0.39,0.37
unlike,0.03,0.86,0.11
bread,0.12,0.84,0.04
Yakitate!,0.14,0.81,0.05
Rings.,0.08,0.9,0.02
anime,0.2,0.67,0.13
rubber.,0.05,0.92,0.03
Matrix,0.06,0.92,0.02
world.<br,0.01,0.99,0.0
recognized,0.36,0.59,0.05
"domination,",0.11,0.77,0.12
cooking,0.29,0.67,0.04
"Well,",0.61,0.34,0.05
Ajikko?,0.13,0.81,0.06
purely,0.03,0.92,0.05
Master,0.52,0.43,0.05
"murder,",0.07,0.17,0.76
Bread,0.12,0.84,0.04
"Conan,",0.2,0.75,0.05
Lord,0.37,0.57,0.06
"Japan,",0.06,0.92,0.02
Fresh,0.95,0.04,0.01
stop,0.06,0.62,0.32
realm's,0.02,0.96,0.02
Swedish,0.12,0.84,0.04
composed,0.07,0.89,0.04
Prokofiev.,0.13,0.81,0.06
helps.<br,0.98,0.02,0.0
priority.,0.42,0.52,0.06
appeasing,0.11,0.39,0.5
Mongol,0.1,0.36,0.54
(revered,0.28,0.71,0.01
future,0.35,0.6,0.05
defeating,0.31,0.53,0.16
saint,0.36,0.58,0.06
cantata,0.13,0.81,0.06
onset,0.1,0.85,0.05
/>Prince,0.04,0.95,0.01
invaders.<br,0.04,0.93,0.03
Soviet,0.09,0.71,0.2
tribute,0.9,0.08,0.02
scene:,0.3,0.63,0.07
convoy,0.15,0.78,0.07
Mongolian,0.1,0.84,0.06
raiders,0.19,0.74,0.07
"khans,",0.15,0.78,0.07
Nevsky,0.13,0.81,0.06
Sergei,0.13,0.81,0.06
Alexander,0.11,0.85,0.04
"soldiers,",0.12,0.82,0.06
Russians,0.07,0.88,0.05
"hi-fi,",0.0,1.0,0.0
invasion,0.07,0.56,0.37
anecdote,0.13,0.81,0.06
resistance,0.11,0.84,0.05
"this,",0.14,0.81,0.05
"knights,",0.13,0.83,0.04
victory,0.43,0.52,0.05
"Neva,",0.13,0.66,0.21
concludes,0.25,0.66,0.09
"him,",0.23,0.68,0.09
II,0.03,0.95,0.02
stern,0.12,0.8,0.08
historical,0.61,0.34,0.05
independence.,0.23,0.72,0.05
musters,0.13,0.81,0.06
penance.<br,0.04,0.94,0.02
soundtrack,0.38,0.57,0.05
would-be,0.02,0.94,0.04
river,0.19,0.76,0.05
"music,",0.51,0.44,0.05
"Orthodox),",0.15,0.8,0.05
consolidate,0.13,0.81,0.06
sees,0.25,0.65,0.1
warning,0.0,0.0,1.0
anti-German,0.02,0.97,0.01
"Obviously,",0.06,0.84,0.1
slaves,0.15,0.72,0.13
versions,0.08,0.88,0.04
selections.,0.32,0.64,0.04
wartime,0.16,0.78,0.06
knights,0.13,0.83,0.04
standard,0.21,0.75,0.04
propaganda.,0.01,0.01,0.98
seconded,0.64,0.3,0.06
Stalin,0.19,0.74,0.07
post,0.1,0.86,0.04
Thornfield,0.13,0.81,0.06
Adele,0.15,0.83,0.02
Jane.,0.08,0.9,0.02
"strength,courage,shyness",0.65,0.34,0.01
owner,0.2,0.74,0.06
Dalton,0.06,0.92,0.02
mansion,0.25,0.7,0.05
Timothy.,0.1,0.87,0.03
situations,0.09,0.83,0.08
favourite,1.0,0.0,0.0
book.What,0.63,0.26,0.11
earlier,0.11,0.78,0.11
story(as,0.73,0.19,0.08
gorgeous,1.0,0.0,0.0
adaptation,0.14,0.81,0.05
actors.The,0.18,0.55,0.27
i'm,0.08,0.89,0.03
"tragic,while",0.0,0.0,1.0
charity,0.26,0.69,0.05
1800's,0.0,0.99,0.01
Hall,0.22,0.74,0.04
Eyre,0.14,0.81,0.05
acted,0.51,0.25,0.24
devastating.This,0.0,0.0,1.0
gentleness,0.13,0.81,0.06
mysterious,0.14,0.71,0.15
respected,0.84,0.14,0.02
stays,0.22,0.73,0.05
plain,0.04,0.77,0.19
tutor,0.48,0.47,0.05
puts,0.32,0.61,0.07
teacher,0.6,0.33,0.07
halls,0.23,0.73,0.04
newspapers.She,0.12,0.75,0.13
governess,0.13,0.81,0.06
Mr,0.13,0.83,0.04
know)is,0.05,0.92,0.03
ward,0.08,0.88,0.04
brooding,0.13,0.67,0.2
Clarke,0.12,0.85,0.03
Rochester.,0.14,0.83,0.03
said,0.14,0.67,0.19
"this,the",0.21,0.74,0.05
her.However,0.04,0.92,0.04
Timothy,0.1,0.87,0.03
advertises,0.04,0.26,0.7
Zelah,0.13,0.81,0.06
madly,0.73,0.14,0.13
BELLEVILLE.,0.06,0.91,0.03
recommending,0.89,0.09,0.02
"PANDA,",0.15,0.8,0.05
beautifully.,0.99,0.01,0.0
stroke,0.1,0.87,0.03
shares,0.23,0.73,0.04
"Tomm,",0.21,0.75,0.04
FU,0.2,0.56,0.24
of),0.12,0.82,0.06
lavish,0.87,0.09,0.04
well-deserved,0.98,0.01,0.01
run.,0.07,0.85,0.08
Congratulations,0.57,0.39,0.04
reminiscent,0.14,0.73,0.13
Cartoon,0.13,0.79,0.08
flat,0.03,0.93,0.04
"nods,",0.43,0.52,0.05
crewed,0.13,0.81,0.06
stylistically,0.13,0.81,0.06
KELLS,0.35,0.61,0.04
background/layout,0.39,0.57,0.04
buzz,0.23,0.72,0.05
Celtic,0.21,0.76,0.03
exquisite,1.0,0.0,0.0
"perspective,",0.15,0.81,0.04
THE,0.15,0.8,0.05
ornate,0.13,0.81,0.06
"Ross,",0.12,0.85,0.03
illuminated,0.13,0.81,0.06
amongst,0.16,0.8,0.04
indeed...,0.26,0.7,0.04
KUNG,0.33,0.57,0.1
"direction,",0.1,0.86,0.04
colleagues,0.21,0.73,0.06
"Nora,",0.1,0.87,0.03
phenomenal.,0.98,0.02,0.0
nomination,0.27,0.67,0.06
breathtaking,0.99,0.01,0.0
layout,0.26,0.69,0.05
achieved,0.64,0.34,0.02
brush.,0.07,0.9,0.03
"Klimt),",0.13,0.81,0.06
extended,0.1,0.86,0.04
groundswell,0.13,0.81,0.06
TRIPLETS,0.22,0.72,0.06
simplistic,0.0,0.0,1.0
one's,0.03,0.92,0.05
budget/VERY,0.17,0.61,0.22
Saloon,0.2,0.77,0.03
appealing,0.96,0.02,0.02
senses.,0.13,0.82,0.05
spreading,0.12,0.81,0.07
Gothic,0.29,0.61,0.1
feast,0.59,0.37,0.04
astounding.,0.94,0.05,0.01
wildfire.,0.12,0.81,0.07
SECRET,0.23,0.71,0.06
crews),0.23,0.71,0.06
AND,0.15,0.8,0.05
jaw-dropping,0.06,0.7,0.24
community,0.18,0.78,0.04
Annie,0.1,0.88,0.02
(somewhat,0.02,0.96,0.02
(&,0.06,0.91,0.03
drawn,0.19,0.76,0.05
richness,0.85,0.13,0.02
"accolades,",0.13,0.81,0.06
2D,0.08,0.89,0.03
pencil,0.05,0.92,0.03
punchlines,0.45,0.42,0.13
(send,0.04,0.94,0.02
'outside',0.09,0.8,0.11
hair!',0.12,0.81,0.07
stage,0.12,0.85,0.03
episode,0.23,0.62,0.15
delivered,0.66,0.26,0.08
sum,0.78,0.18,0.04
cannot,0.05,0.7,0.25
went,0.13,0.67,0.2
new.<br,0.02,0.97,0.01
July,0.02,0.97,0.01
plates,0.07,0.9,0.03
father),0.3,0.59,0.11
dinner!,0.29,0.65,0.06
26th,0.04,0.94,0.02
(apart,0.01,0.95,0.04
Carries,0.18,0.75,0.07
Irish,0.13,0.84,0.03
room!),0.21,0.73,0.06
licks,0.57,0.36,0.07
mark,0.1,0.87,0.03
recorded),0.15,0.8,0.05
RTE1,0.13,0.81,0.06
Carrie,0.1,0.87,0.03
(26,0.01,0.99,0.0
longer,0.09,0.81,0.1
Office',0.38,0.57,0.05
coffee,0.28,0.68,0.04
TKoQ,0.04,0.92,0.04
winner,0.86,0.13,0.01
Ricky,0.18,0.78,0.04
"Carrie,",0.1,0.87,0.03
(year,0.02,0.97,0.01
looking,0.29,0.63,0.08
'belly,0.2,0.74,0.06
/>To,0.06,0.91,0.03
fridge,0.17,0.79,0.04
creased,0.05,0.37,0.58
airing,0.08,0.66,0.26
sitcom's,0.08,0.83,0.09
invites,0.23,0.72,0.05
fella,0.29,0.65,0.06
UK's,0.05,0.91,0.04
Dad),0.59,0.34,0.07
saucy,0.48,0.45,0.07
aloud,0.4,0.52,0.08
